"Date","Time","SensorID","Translate01","Translate02","Value","Sensor_Type","Activity","Hour","Date & Time"
"2013-11-10","12:09:23.648833","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:23.648833"
"2013-11-10","12:09:24.146093","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:24.146093"
"2013-11-10","12:09:24.150934","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:09:24.150934"
"2013-11-10","12:09:24.398594","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:24.398594"
"2013-11-10","12:09:25.526888","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:25.526888"
"2013-11-10","12:09:26.211425","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:26.211425"
"2013-11-10","12:09:26.216886","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:09:26.216886"
"2013-11-10","12:09:30.026714","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:30.026714"
"2013-11-10","12:09:30.140689","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:30.140689"
"2013-11-10","12:09:31.778236","M011","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:31.778236"
"2013-11-10","12:09:32.464002","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:32.464002"
"2013-11-10","12:09:32.899077","M011","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:32.899077"
"2013-11-10","12:09:32.904541","LS011","Ignore","Ignore","12","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:09:32.904541"
"2013-11-10","12:09:33.335391","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:33.335391"
"2013-11-10","12:09:38.019747","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:38.019747"
"2013-11-10","12:09:39.141393","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:39.141393"
"2013-11-10","12:09:44.020312","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:44.020312"
"2013-11-10","12:09:44.025764","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:09:44.025764"
"2013-11-10","12:09:45.146146","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:45.146146"
"2013-11-10","12:09:45.150623","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:09:45.150623"
"2013-11-10","12:09:50.394578","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:50.394578"
"2013-11-10","12:09:50.399182","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:09:50.399182"
"2013-11-10","12:09:51.520198","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:51.520198"
"2013-11-10","12:09:51.525749","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:09:51.525749"
"2013-11-10","12:09:52.458262","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:52.458262"
"2013-11-10","12:09:52.463616","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:09:52.463616"
"2013-11-10","12:09:58.584101","M011","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:58.584101"
"2013-11-10","12:09:59.079044","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:59.079044"
"2013-11-10","12:09:59.706592","M011","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:09:59.706592"
"2013-11-10","12:09:59.711200","LS011","Ignore","Ignore","13","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:09:59.711200"
"2013-11-10","12:10:01.523820","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:01.523820"
"2013-11-10","12:10:02.579633","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:02.579633"
"2013-11-10","12:10:02.584229","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:10:02.584229"
"2013-11-10","12:10:07.590429","M011","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:07.590429"
"2013-11-10","12:10:08.013440","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:08.013440"
"2013-11-10","12:10:08.704329","M011","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:08.704329"
"2013-11-10","12:10:09.892393","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:09.892393"
"2013-11-10","12:10:11.205368","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:11.205368"
"2013-11-10","12:10:11.209831","LS016","Ignore","Ignore","21","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:10:11.209831"
"2013-11-10","12:10:11.513494","M011","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:11.513494"
"2013-11-10","12:10:14.333519","M011","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:14.333519"
"2013-11-10","12:10:16.460157","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:16.460157"
"2013-11-10","12:10:16.465725","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:10:16.465725"
"2013-11-10","12:10:17.580768","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:17.580768"
"2013-11-10","12:10:17.586190","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:10:17.586190"
"2013-11-10","12:10:19.640837","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:19.640837"
"2013-11-10","12:10:21.143617","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:21.143617"
"2013-11-10","12:10:21.149103","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:10:21.149103"
"2013-11-10","12:10:22.270087","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:22.270087"
"2013-11-10","12:10:22.274535","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:10:22.274535"
"2013-11-10","12:10:23.768125","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:23.768125"
"2013-11-10","12:10:23.772776","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:10:23.772776"
"2013-11-10","12:10:26.766960","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:26.766960"
"2013-11-10","12:10:26.772439","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:10:26.772439"
"2013-11-10","12:10:27.515953","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:27.515953"
"2013-11-10","12:10:28.640965","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:28.640965"
"2013-11-10","12:10:30.892881","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:30.892881"
"2013-11-10","12:10:33.143307","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:33.143307"
"2013-11-10","12:10:36.515048","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:36.515048"
"2013-11-10","12:10:37.637675","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:37.637675"
"2013-11-10","12:10:39.515971","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:39.515971"
"2013-11-10","12:10:39.521495","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:10:39.521495"
"2013-11-10","12:10:41.578363","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:41.578363"
"2013-11-10","12:10:42.892421","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:42.892421"
"2013-11-10","12:10:42.897174","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:10:42.897174"
"2013-11-10","12:10:45.325321","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:45.325321"
"2013-11-10","12:10:47.768567","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:47.768567"
"2013-11-10","12:10:50.392137","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:50.392137"
"2013-11-10","12:10:51.515758","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:51.515758"
"2013-11-10","12:10:53.388042","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:53.388042"
"2013-11-10","12:10:57.123225","LS005","Ignore","Ignore","9","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:10:57.123225"
"2013-11-10","12:10:57.320397","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:10:57.320397"
"2013-11-10","12:11:00.700263","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:00.700263"
"2013-11-10","12:11:02.574355","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:02.574355"
"2013-11-10","12:11:03.700690","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:03.700690"
"2013-11-10","12:11:04.824468","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:04.824468"
"2013-11-10","12:11:08.015096","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:08.015096"
"2013-11-10","12:11:08.949440","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:08.949440"
"2013-11-10","12:11:10.074594","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:10.074594"
"2013-11-10","12:11:11.198846","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:11.198846"
"2013-11-10","12:11:14.198965","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:14.198965"
"2013-11-10","12:11:14.760157","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:14.760157"
"2013-11-10","12:11:17.388297","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:17.388297"
"2013-11-10","12:11:19.449449","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:19.449449"
"2013-11-10","12:11:20.572375","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:20.572375"
"2013-11-10","12:11:21.514938","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:21.514938"
"2013-11-10","12:11:29.701950","M011","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:29.701950"
"2013-11-10","12:11:30.825810","M011","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:30.825810"
"2013-11-10","12:11:31.576191","M011","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:31.576191"
"2013-11-10","12:11:32.703547","M011","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:32.703547"
"2013-11-10","12:11:32.757072","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:32.757072"
"2013-11-10","12:11:45.695253","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:45.695253"
"2013-11-10","12:11:45.699871","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:11:45.699871"
"2013-11-10","12:11:46.012791","M011","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:46.012791"
"2013-11-10","12:11:47.945707","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:47.945707"
"2013-11-10","12:11:47.950167","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:11:47.950167"
"2013-11-10","12:11:48.508765","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:48.508765"
"2013-11-10","12:11:49.385401","M011","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:49.385401"
"2013-11-10","12:11:49.389871","LS011","Ignore","Ignore","12","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:11:49.389871"
"2013-11-10","12:11:51.891004","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:51.891004"
"2013-11-10","12:11:52.635608","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:52.635608"
"2013-11-10","12:11:52.640065","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:11:52.640065"
"2013-11-10","12:11:53.700955","M011","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:53.700955"
"2013-11-10","12:11:53.705675","LS011","Ignore","Ignore","13","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:11:53.705675"
"2013-11-10","12:11:54.320157","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:54.320157"
"2013-11-10","12:11:54.324877","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:11:54.324877"
"2013-11-10","12:11:55.261762","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:55.261762"
"2013-11-10","12:11:55.267192","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:11:55.267192"
"2013-11-10","12:11:56.449583","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:56.449583"
"2013-11-10","12:11:57.072706","M011","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:57.072706"
"2013-11-10","12:11:57.629263","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Wash_Dishes",12,"2013-11-10T12:11:57.629263"
"2013-11-10","12:11:57.635548","LS017","Ignore","Ignore","30","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:11:57.635548"
"2013-11-10","12:11:58.511548","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:58.511548"
"2013-11-10","12:11:59.006818","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:11:59.006818"
"2013-11-10","12:11:59.011432","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:11:59.011432"
"2013-11-10","12:12:00.824119","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Wash_Dishes",12,"2013-11-10T12:12:00.824119"
"2013-11-10","12:12:00.828600","LS017","Ignore","Ignore","29","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:12:00.828600"
"2013-11-10","12:12:01.780249","LS006","Ignore","Ignore","16","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:12:01.780249"
"2013-11-10","12:12:04.005100","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Wash_Dishes",12,"2013-11-10T12:12:04.005100"
"2013-11-10","12:12:07.065898","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:07.065898"
"2013-11-10","12:12:07.135791","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:07.135791"
"2013-11-10","12:12:07.141212","LS015","Ignore","Ignore","9","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:12:07.141212"
"2013-11-10","12:12:08.316670","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Wash_Dishes",12,"2013-11-10T12:12:08.316670"
"2013-11-10","12:12:08.321216","LS017","Ignore","Ignore","30","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:12:08.321216"
"2013-11-10","12:12:08.695082","M011","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:08.695082"
"2013-11-10","12:12:09.573211","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:09.573211"
"2013-11-10","12:12:09.578036","LS015","Ignore","Ignore","10","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:12:09.578036"
"2013-11-10","12:12:10.382631","M011","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:10.382631"
"2013-11-10","12:12:10.387290","LS011","Ignore","Ignore","12","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:12:10.387290"
"2013-11-10","12:12:10.437866","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:10.437866"
"2013-11-10","12:12:13.073084","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:13.073084"
"2013-11-10","12:12:13.077738","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:12:13.077738"
"2013-11-10","12:12:14.193128","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:14.193128"
"2013-11-10","12:12:14.197858","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:12:14.197858"
"2013-11-10","12:12:14.751202","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:14.751202"
"2013-11-10","12:12:15.879838","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:15.879838"
"2013-11-10","12:12:15.884744","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:12:15.884744"
"2013-11-10","12:12:17.194097","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:17.194097"
"2013-11-10","12:12:17.199569","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:12:17.199569"
"2013-11-10","12:12:23.883493","M011","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:23.883493"
"2013-11-10","12:12:23.887941","LS011","Ignore","Ignore","13","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:12:23.887941"
"2013-11-10","12:12:25.880875","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:25.880875"
"2013-11-10","12:12:27.008817","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:27.008817"
"2013-11-10","12:12:27.442716","M011","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:27.442716"
"2013-11-10","12:12:28.696029","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:28.696029"
"2013-11-10","12:12:29.383515","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:29.383515"
"2013-11-10","12:12:29.388925","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:12:29.388925"
"2013-11-10","12:12:30.759605","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:30.759605"
"2013-11-10","12:12:45.757453","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:45.757453"
"2013-11-10","12:12:46.252439","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:46.252439"
"2013-11-10","12:12:46.257150","LS016","Ignore","Ignore","20","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:12:46.257150"
"2013-11-10","12:12:48.949297","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:48.949297"
"2013-11-10","12:12:49.691728","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:49.691728"
"2013-11-10","12:12:52.881965","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:52.881965"
"2013-11-10","12:12:53.191235","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:12:53.191235"
"2013-11-10","12:13:15.942089","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:13:15.942089"
"2013-11-10","12:13:16.062096","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:13:16.062096"
"2013-11-10","12:13:17.185093","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:13:17.185093"
"2013-11-10","12:13:18.501615","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:13:18.501615"
"2013-11-10","12:13:18.941624","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:13:18.941624"
"2013-11-10","12:13:19.622008","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:13:19.622008"
"2013-11-10","12:13:20.252847","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:13:20.252847"
"2013-11-10","12:13:20.558849","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:13:20.558849"
"2013-11-10","12:13:22.877323","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:13:22.877323"
"2013-11-10","12:13:23.440133","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:13:23.440133"
"2013-11-10","12:13:26.186562","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:13:26.186562"
"2013-11-10","12:13:26.191037","LS016","Ignore","Ignore","19","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:13:26.191037"
"2013-11-10","12:13:26.440745","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:13:26.440745"
"2013-11-10","12:15:29.733289","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:29.733289"
"2013-11-10","12:15:29.988925","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:29.988925"
"2013-11-10","12:15:32.175198","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:32.175198"
"2013-11-10","12:15:32.426567","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:32.426567"
"2013-11-10","12:15:32.733019","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:32.733019"
"2013-11-10","12:15:33.179796","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:33.179796"
"2013-11-10","12:15:34.801611","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:34.801611"
"2013-11-10","12:15:34.806344","LS016","Ignore","Ignore","11","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:15:34.806344"
"2013-11-10","12:15:34.861189","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:34.861189"
"2013-11-10","12:15:40.304184","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:40.304184"
"2013-11-10","12:15:40.308859","LS015","Ignore","Ignore","8","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:15:40.308859"
"2013-11-10","12:15:41.424504","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:41.424504"
"2013-11-10","12:15:45.114740","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:45.114740"
"2013-11-10","12:15:45.548901","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:45.548901"
"2013-11-10","12:15:47.238898","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:47.238898"
"2013-11-10","12:15:47.732833","M016","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:15:47.732833"
"2013-11-10","12:16:24.389577","M016","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:16:24.389577"
"2013-11-10","12:16:24.456626","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:16:24.456626"
"2013-11-10","12:16:26.237701","M015","Kitchen","Kitchen","OFF","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:16:26.237701"
"2013-11-10","12:16:26.793387","M015","Kitchen","Kitchen","ON","Control4-Motion","Wash_Dishes",12,"2013-11-10T12:16:26.793387"
"2013-11-10","12:16:26.798872","LS015","Ignore","Ignore","9","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:16:26.798872"
"2013-11-10","12:16:27.549523","LS015","Ignore","Ignore","25","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:16:27.549523"
"2013-11-10","12:16:27.664851","LS016","Ignore","Ignore","41","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:16:27.664851"
"2013-11-10","12:16:27.895723","LS011","Ignore","Ignore","31","Control4-LightSensor","Wash_Dishes",12,"2013-11-10T12:16:27.895723"
